vehicle,brand,model,category,sales,year,month,date,brandTesla,modelModel3,source
BMW i3,BMW,i3,bev,418,2018,8,2018-08-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,264,2018,8,2018-08-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,366,2018,8,2018-08-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,346,2018,8,2018-08-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,192,2018,8,2018-08-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,240,2018,8,2018-08-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,210,2018,8,2018-08-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,75,2018,8,2018-08-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,200,2018,8,2018-08-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,170,2018,8,2018-08-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,43,2018,8,2018-08-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,128,2018,8,2018-08-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,125,2018,8,2018-08-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,32,2018,8,2018-08-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,108,2018,8,2018-08-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,33,2018,8,2018-08-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,45,2018,8,2018-08-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,90,2018,8,2018-08-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,39,2018,8,2018-08-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,75,2018,8,2018-08-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,67,2018,8,2018-08-01,Other,Other,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,4,2018,8,2018-08-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,65,2018,8,2018-08-01,Other,Other,insideEVs.com
Ford Focus,Ford,Focus,bev,7,2018,8,2018-08-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,20,2018,8,2018-08-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,40,2018,8,2018-08-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,8,2018-08-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,21,2018,8,2018-08-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,18,2018,8,2018-08-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,23,2018,8,2018-08-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2018,8,2018-08-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,10,2018,8,2018-08-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,22250,2018,9,2018-09-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2213,2018,9,2018-09-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,3975,2018,9,2018-09-01,Tesla,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,3750,2018,9,2018-09-01,Tesla,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1997,2018,9,2018-09-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,2129,2018,9,2018-09-01,Other,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1549,2018,9,2018-09-01,Other,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1563,2018,9,2018-09-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,756,2018,9,2018-09-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,480,2018,9,2018-09-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,637,2018,9,2018-09-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,461,2018,9,2018-09-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,225,2018,9,2018-09-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,378,2018,9,2018-09-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,313,2018,9,2018-09-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,195,2018,9,2018-09-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,230,2018,9,2018-09-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,215,2018,9,2018-09-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,94,2018,9,2018-09-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,210,2018,9,2018-09-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,82,2018,9,2018-09-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,11,2018,9,2018-09-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,140,2018,9,2018-09-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,120,2018,9,2018-09-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,14,2018,9,2018-09-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,98,2018,9,2018-09-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,18,2018,9,2018-09-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,60,2018,9,2018-09-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,42,2018,9,2018-09-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,17,2018,9,2018-09-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,108,2018,9,2018-09-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,55,2018,9,2018-09-01,Other,Other,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,12,2018,9,2018-09-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,27,2018,9,2018-09-01,Other,Other,insideEVs.com
Ford Focus,Ford,Focus,bev,4,2018,9,2018-09-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,15,2018,9,2018-09-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,45,2018,9,2018-09-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,0,2018,9,2018-09-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,12,2018,9,2018-09-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,25,2018,9,2018-09-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,11,2018,9,2018-09-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2018,9,2018-09-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,8,2018,9,2018-09-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,17750,2018,10,2018-10-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2001,2018,10,2018-10-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,1225,2018,10,2018-10-01,Tesla,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,1350,2018,10,2018-10-01,Tesla,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,2025,2018,10,2018-10-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1475,2018,10,2018-10-01,Other,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1975,2018,10,2018-10-01,Other,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1234,2018,10,2018-10-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,733,2018,10,2018-10-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,453,2018,10,2018-10-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,623,2018,10,2018-10-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,424,2018,10,2018-10-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,224,2018,10,2018-10-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,309,2018,10,2018-10-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,323,2018,10,2018-10-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,229,2018,10,2018-10-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,210,2018,10,2018-10-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,180,2018,10,2018-10-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,100,2018,10,2018-10-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,170,2018,10,2018-10-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,75,2018,10,2018-10-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,128,2018,10,2018-10-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,117,2018,10,2018-10-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,100,2018,10,2018-10-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,62,2018,10,2018-10-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,95,2018,10,2018-10-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,61,2018,10,2018-10-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,25,2018,10,2018-10-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,28,2018,10,2018-10-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,51,2018,10,2018-10-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,106,2018,10,2018-10-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,64,2018,10,2018-10-01,Other,Other,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,0,2018,10,2018-10-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,20,2018,10,2018-10-01,Other,Other,insideEVs.com
Ford Focus,Ford,Focus,bev,0,2018,10,2018-10-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,5,2018,10,2018-10-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,35,2018,10,2018-10-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,5,2018,10,2018-10-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,21,2018,10,2018-10-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,45,2018,10,2018-10-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,12,2018,10,2018-10-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2018,10,2018-10-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,5,2018,10,2018-10-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,18650,2018,11,2018-11-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2312,2018,11,2018-11-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,3200,2018,11,2018-11-01,Tesla,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,2750,2018,11,2018-11-01,Tesla,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1897,2018,11,2018-11-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,2530,2018,11,2018-11-01,Other,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,2825,2018,11,2018-11-01,Other,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1128,2018,11,2018-11-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,1012,2018,11,2018-11-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,1131,2018,11,2018-11-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,895,2018,11,2018-11-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,490,2018,11,2018-11-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,213,2018,11,2018-11-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,376,2018,11,2018-11-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,619,2018,11,2018-11-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,373,2018,11,2018-11-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,180,2018,11,2018-11-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,225,2018,11,2018-11-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,148,2018,11,2018-11-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,200,2018,11,2018-11-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,80,2018,11,2018-11-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,136,2018,11,2018-11-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,74,2018,11,2018-11-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,130,2018,11,2018-11-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,230,2018,11,2018-11-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,100,2018,11,2018-11-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,61,2018,11,2018-11-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,35,2018,11,2018-11-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,35,2018,11,2018-11-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,79,2018,11,2018-11-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,37,2018,11,2018-11-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,133,2018,11,2018-11-01,Other,Other,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,0,2018,11,2018-11-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,24,2018,11,2018-11-01,Other,Other,insideEVs.com
Ford Focus,Ford,Focus,bev,1,2018,11,2018-11-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,5,2018,11,2018-11-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,40,2018,11,2018-11-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,165,2018,11,2018-11-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,34,2018,11,2018-11-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,18,2018,11,2018-11-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,13,2018,11,2018-11-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,0,2018,11,2018-11-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,4,2018,11,2018-11-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,25250,2018,12,2018-12-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,2759,2018,12,2018-12-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,4100,2018,12,2018-12-01,Tesla,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,3250,2018,12,2018-12-01,Tesla,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,2770,2018,12,2018-12-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,1058,2018,12,2018-12-01,Other,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1412,2018,12,2018-12-01,Other,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,1667,2018,12,2018-12-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,1363,2018,12,2018-12-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,790,2018,12,2018-12-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,713,2018,12,2018-12-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,356,2018,12,2018-12-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,210,2018,12,2018-12-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,431,2018,12,2018-12-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,316,2018,12,2018-12-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,606,2018,12,2018-12-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,265,2018,12,2018-12-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,240,2018,12,2018-12-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,193,2018,12,2018-12-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,230,2018,12,2018-12-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,240,2018,12,2018-12-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,134,2018,12,2018-12-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,114,2018,12,2018-12-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,150,2018,12,2018-12-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,222,2018,12,2018-12-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,122,2018,12,2018-12-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,54,2018,12,2018-12-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,75,2018,12,2018-12-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,140,2018,12,2018-12-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,21,2018,12,2018-12-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,86,2018,12,2018-12-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,97,2018,12,2018-12-01,Other,Other,insideEVs.com
Ford C-Max Energi,Ford,C-Max Energi,phev,0,2018,12,2018-12-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,120,2018,12,2018-12-01,Other,Other,insideEVs.com
Ford Focus,Ford,Focus,bev,1,2018,12,2018-12-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,4,2018,12,2018-12-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,45,2018,12,2018-12-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,223,2018,12,2018-12-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,24,2018,12,2018-12-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,28,2018,12,2018-12-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,9,2018,12,2018-12-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2018,12,2018-12-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,11,2018,12,2018-12-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,6500,2019,1,2019-01-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1123,2019,1,2019-01-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,775,2019,1,2019-01-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,925,2019,1,2019-01-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,725,2019,1,2019-01-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,717,2019,1,2019-01-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1192,2019,1,2019-01-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,557,2019,1,2019-01-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,376,2019,1,2019-01-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,436,2019,1,2019-01-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,0,2019,1,2019-01-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,675,2019,1,2019-01-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,164,2019,1,2019-01-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,255,2019,1,2019-01-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,279,2019,1,2019-01-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,133,2019,1,2019-01-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,210,2019,1,2019-01-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,74,2019,1,2019-01-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,140,2019,1,2019-01-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,150,2019,1,2019-01-01,Other,Other,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,0,2019,1,2019-01-01,Other,Other,insideEVs.com
Volvo XC90 T8,Volvo,XC90 T8,phev,95,2019,1,2019-01-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,phev,73,2019,1,2019-01-01,Other,Other,insideEVs.com
Volvo XC60,Volvo,XC60,phev,90,2019,1,2019-01-01,Other,Other,insideEVs.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,92,2019,1,2019-01-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,bev,0,2019,1,2019-01-01,Other,Other,insideEVs.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,65,2019,1,2019-01-01,Other,Other,insideEVs.com
BMW i8,BMW,i8,phev,23,2019,1,2019-01-01,Other,Other,insideEVs.com
Subaru Crosstrek,Subaru,Crosstrek,phev,0,2019,1,2019-01-01,Other,Other,insideEVs.com
Honda Clarity B,Honda,Clarity B,bev,78,2019,1,2019-01-01,Other,Other,insideEVs.com
BMW 330e,BMW,330e,phev,216,2019,1,2019-01-01,Other,Other,insideEVs.com
Hyundai Ioniq,Hyundai,Ioniq,bev,34,2019,1,2019-01-01,Other,Other,insideEVs.com
Smart Fortwo,Smart,Fortwo,bev,83,2019,1,2019-01-01,Other,Other,insideEVs.com
Fiat 500e,Fiat,500e,bev,72,2019,1,2019-01-01,Other,Other,insideEVs.com
Mini Countryman SE,Mini,Countryman SE,phev,50,2019,1,2019-01-01,Other,Other,insideEVs.com
Hyundai Sonata,Hyundai,Sonata,phev,4,2019,1,2019-01-01,Other,Other,insideEVs.com
Volvo S90 T8,Volvo,S90 T8,phev,35,2019,1,2019-01-01,Other,Other,insideEVs.com
Audi A3 Sportback e-tron,Audi,A3 Sportback e-tron,phev,175,2019,1,2019-01-01,Other,Other,insideEVs.com
Mercedes S550e,Mercedes,S550e,phev,8,2019,1,2019-01-01,Other,Other,insideEVs.com
Kia Optima,Kia,Optima,phev,30,2019,1,2019-01-01,Other,Other,insideEVs.com
BMW X5xDrive 40e,BMW,X5xDrive 40e,phev,71,2019,1,2019-01-01,Other,Other,insideEVs.com
Porsche Taycan,Porsche,Taycan,bev,0,2019,1,2019-01-01,Other,Other,insideEVs.com
Kia Soul,Kia,Soul,bev,0,2019,1,2019-01-01,Other,Other,insideEVs.com
BMW 740e,BMW,740e,phev,6,2019,1,2019-01-01,Other,Other,insideEVs.com
Cadillac CT6,Cadillac,CT6,phev,8,2019,1,2019-01-01,Other,Other,insideEVs.com
Mercedes B250e,Mercedes,B250e,bev,1,2019,1,2019-01-01,Other,Other,insideEVs.com
Tesla Model 3,Tesla,Model 3,bev,5750,2019,2,2019-02-01,Tesla,Model 3,insideEVs.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1205,2019,2,2019-02-01,Other,Other,insideEVs.com
Tesla Model X,Tesla,Model X,bev,900,2019,2,2019-02-01,Tesla,Other,insideEVs.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1225,2019,2,2019-02-01,Other,Other,insideEVs.com
Tesla Model S,Tesla,Model S,bev,625,2019,2,2019-02-01,Tesla,Other,insideEVs.com
Nissan Leaf,Nissan,Leaf,bev,654,2019,2,2019-02-01,Other,Other,insideEVs.com
Honda Clarity,Honda,Clarity,phev,1213,2019,2,2019-02-01,Other,Other,insideEVs.com
Ford Fusion Energi,Ford,Fusion Energi,phev,573,2019,2,2019-02-01,Other,Other,insideEVs.com
BMW 530e,BMW,530e,phev,414,2019,2,2019-02-01,Other,Other,insideEVs.com
Chrysler Pacifica,Chrysler,Pacifica,phev,589,2019,2,2019-02-01,Other,Other,insideEVs.com
Audi e-tron,Audi,e-tron,bev,0,2019,2,2019-02-01,Other,Other,insideEVs.com
Chevrolet Volt,Chevrolet,Volt,phev,615,2019,2,2019-02-01,Other,Other,insideEVs.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,118,2019,2,2019-02-01,Other,Other,insideEVs.com
BMW i3,BMW,i3,bev,350,2019,2,2019-02-01,Other,Other,insideEVs.com
Kia Niro,Kia,Niro,phev,505,2019,2,2019-02-01,Other,Other,insideEVs.com
Mitsubishi Outlander,Mitsubishi,Outlander,phev,157,2019,2,2019-02-01,Other,Other,insideEVs.com
Jaguar I-Pace,Jaguar,I-Pace,bev,186,2019,2,2019-02-01,Other,Other,insideEVs.com
Mercedes GLC 350e,Mercedes,GLC 350e,phev,72,2019,2,2019-02-01,Other,Other,insideEVs.com
Mercedes C350e,Mercedes,C350e,phev,145,2019,2,2019-02-01,Other,Other,insideEVs.com
Porsche Panamera E,Porsche,Panamera E,phev,160,2019,2,2019-02-01,Other,Other,insideEVs.com
Hyundai Kona Electric,Hyundai,Kona Electric,bev,16,2019,2,2019-02-01,Other,Other,insideEVs.com
